Tx_Power_dBm,Target_SNR_dB,Mean_Channel_Gain,Noise_Power_Watts,Phase_Noise_Var,BPSK_BER,QPSK_BER,8PSK_BER,16QAM_BER,64QAM_BER,256QAM_BER,Label_Best_Scheme
22.18,7.71,0.9732,0.028041080979996306,0.03,0.0034,0.0168,0.0772,0.1006,0.12966666666666668,0.11615,BPSK
17.8,8.18,0.9745,0.009155014249053099,0.03,0.002,0.0135,0.06246666666666667,0.094,0.12873333333333334,0.1171,BPSK
17.15,31.24,0.9792,3.9038212940630855e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.004825,64QAM
17.4,20.28,0.9785,0.0005149249587700218,0.03,0.0,0.0,0.0,0.00065,0.014333333333333332,0.0591,16QAM
10.0,5.63,0.9707,0.002737132703975588,0.03,0.0126,0.0417,0.10733333333333334,0.12775,0.14093333333333333,0.119475,BPSK
15.05,17.02,0.9787,0.000635073794532292,0.03,0.0,0.0,0.0013333333333333333,0.00295,0.0416,0.085425,QPSK
28.95,17.49,0.9806,0.013996037364190009,0.03,0.0,0.0,0.00039999999999999996,0.0027,0.03576666666666667,0.0811,8PSK
14.3,15.6,0.9788,0.000741220420785809,0.03,0.0,0.0,0.0033333333333333335,0.0081,0.056600000000000004,0.0922,QPSK
28.94,9.42,0.9818,0.08957573809668073,0.03,0.0008,0.0069,0.04593333333333333,0.0721,0.11846666666666666,0.114625,BPSK
20.02,39.41,0.9778,1.1517184983577889e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00135,64QAM
20.6,9.12,0.9818,0.014054002223466715,0.03,0.0004,0.0095,0.04873333333333333,0.07515,0.11983333333333333,0.114825,BPSK
28.84,15.02,0.9778,0.02407214384362217,0.03,0.0,0.0005,0.004933333333333334,0.0115,0.0635,0.096375,QPSK
23.22,15.04,0.9781,0.006576920587899013,0.03,0.0,0.0,0.004266666666666667,0.01155,0.0641,0.095,QPSK
10.71,17.4,0.9763,0.00021462693582689193,0.03,0.0,0.0,0.001,0.0027,0.037233333333333334,0.082325,8PSK
21.49,28.35,0.9805,0.0002061733773873879,0.03,0.0,0.0,0.0,0.0,0.00013333333333333334,0.00855,64QAM
27.41,3.22,0.9723,0.2625171077465327,0.03,0.0342,0.083,0.15053333333333332,0.15715,0.1472,0.12095,BPSK
11.25,22.22,0.9772,8.003270425596966e-05,0.03,0.0,0.0,0.0,0.00015,0.0065,0.04585,16QAM
18.12,16.58,0.977,0.0014231229440722845,0.03,0.0,0.0,0.0015333333333333334,0.0051,0.047966666666666664,0.087375,QPSK
22.17,10.93,0.9806,0.013277871403221597,0.03,0.0,0.0027,0.030266666666666667,0.05015,0.1063,0.110625,BPSK
21.82,8.32,0.9768,0.022395844413797973,0.03,0.0006,0.0123,0.06133333333333333,0.08785,0.1255,0.11595,BPSK
16.02,22.79,0.9772,0.00021012780939603246,0.03,0.0,0.0,0.0,5e-05,0.0049,0.0408,16QAM
28.5,16.68,0.9783,0.015202406663749352,0.03,0.0,0.0001,0.0018666666666666666,0.006,0.0461,0.08565,QPSK
27.86,3.64,0.978,0.26429468687391233,0.03,0.0276,0.0753,0.14126666666666668,0.1526,0.14706666666666665,0.121025,BPSK
13.55,23.84,0.9794,9.353700216252287e-05,0.03,0.0,0.0,0.0,0.0,0.002533333333333333,0.031875,16QAM
16.11,37.75,0.9781,6.857804779279994e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.001275,64QAM
28.81,16.16,0.9741,0.018424093309357372,0.03,0.0,0.0001,0.0021333333333333334,0.00615,0.05123333333333333,0.0904,QPSK
13.15,19.87,0.9783,0.00021279593325632693,0.03,0.0,0.0,0.00019999999999999998,0.0006,0.0172,0.0641,16QAM
25.87,22.21,0.9815,0.002319939448889954,0.03,0.0,0.0,6.666666666666667e-05,0.0002,0.006366666666666666,0.043725,16QAM
12.2,7.25,0.9761,0.003127844908063983,0.03,0.0054,0.0225,0.08,0.1068,0.13116666666666668,0.116975,BPSK
13.73,19.87,0.9775,0.0002428099740931235,0.03,0.0,0.0,0.00013333333333333334,0.00045,0.016633333333333333,0.062625,16QAM
24.87,23.33,0.9802,0.0014261503489180383,0.03,0.0,0.0,0.0,0.0,0.0037333333333333333,0.035825,16QAM
10.19,31.68,0.9744,7.089131858011126e-06,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.003275,64QAM
22.9,14.22,0.9767,0.007374694664920275,0.03,0.0,0.0002,0.0062,0.0153,0.0718,0.09845,QPSK
29.33,2.1,0.9785,0.5283014231227173,0.03,0.0518,0.1044,0.1658,0.1694,0.15103333333333332,0.1219,BPSK
24.16,32.01,0.9765,0.00016402724227933954,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.003525,64QAM
25.89,33.25,0.9768,0.00018364250703344344,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.002625,64QAM
26.15,28.09,0.9785,0.000640575837331817,0.03,0.0,0.0,0.0,0.0,0.00013333333333333334,0.010675,64QAM
23.33,7.89,0.9841,0.034985564240273805,0.03,0.0024,0.0138,0.07166666666666667,0.0979,0.12893333333333332,0.11665,BPSK
19.72,33.85,0.9735,3.858099135569853e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00235,64QAM
20.2,17.64,0.9757,0.0018004392976575646,0.03,0.0,0.0,0.0006,0.0023,0.0367,0.081175,8PSK
28.68,22.54,0.977,0.004111423698281932,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.005233333333333333,0.041225,16QAM
19.68,31.63,0.9803,6.377996893871988e-05,0.03,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.003575,64QAM
22.52,22.03,0.9756,0.0011189309735525734,0.03,0.0,0.0,6.666666666666667e-05,0.0003,0.007133333333333333,0.045,16QAM
24.18,39.29,0.9793,3.0816301374654166e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0011,64QAM
11.47,3.25,0.9786,0.0066426318543249974,0.03,0.0328,0.0782,0.146,0.1562,0.1468,0.120825,BPSK
19.04,22.11,0.9746,0.0004941930789812146,0.03,0.0,0.0,6.666666666666667e-05,0.0001,0.007366666666666667,0.0468,16QAM
24.82,3.44,0.9787,0.1374918270786978,0.03,0.0288,0.0805,0.14493333333333333,0.15345,0.14656666666666665,0.1212,BPSK
16.47,31.63,0.9814,3.042815990755585e-05,0.03,0.0,0.0,0.0,0.0,6.666666666666667e-05,0.003725,64QAM
21.17,19.7,0.981,0.0014043254721341377,0.03,0.0002,0.0001,0.00019999999999999998,0.0004,0.01863333333333333,0.064,16QAM
24.22,32.23,0.9826,0.0001581055012040675,0.03,0.0,0.0,0.0,0.0,0.0,0.00325,64QAM
25.65,3.59,0.973,0.16093953423785848,0.03,0.0294,0.0759,0.13899999999999998,0.15215,0.14536666666666667,0.1208,BPSK
10.4,5.62,0.9819,0.003005101609881701,0.03,0.0108,0.04,0.1082,0.1301,0.14076666666666668,0.119425,BPSK
25.71,27.45,0.9747,0.0006707688699815973,0.03,0.0,0.0,0.0,0.0,0.00036666666666666667,0.012875,64QAM
25.92,8.87,0.9754,0.050673983742004,0.03,0.003,0.0102,0.055266666666666665,0.08505,0.123,0.114375,BPSK
26.42,11.38,0.9787,0.031889745725831475,0.03,0.0008,0.0024,0.024133333333333336,0.04715,0.10273333333333333,0.11025,BPSK
24.27,39.95,0.9782,2.702462323047452e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00135,64QAM
16.06,32.75,0.9805,2.1414093263836912e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.0032,64QAM
15.73,7.59,0.9773,0.006514616003165452,0.03,0.0044,0.0172,0.0734,0.10145,0.13153333333333334,0.11735,BPSK
25.12,28.36,0.9782,0.0004739565042887283,0.03,0.0,0.0,0.0,0.0,0.00019999999999999998,0.009475,64QAM
24.13,17.33,0.9736,0.004787070067331139,0.03,0.0,0.0,0.0017333333333333333,0.0038,0.03803333333333333,0.082525,QPSK
11.12,25.09,0.9817,4.0052786628642794e-05,0.03,0.0,0.0,0.0,0.0,0.0013666666666666669,0.023625,16QAM
11.27,2.48,0.9743,0.007574670559439423,0.03,0.0492,0.1033,0.1598,0.1651,0.1492,0.1211,BPSK
25.99,33.0,0.9795,0.0001989528323099287,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.002725,64QAM
21.79,37.87,0.9797,2.466092150620888e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001575,64QAM
13.94,15.63,0.9789,0.0006772856031209751,0.03,0.0,0.0003,0.0034000000000000002,0.00855,0.05716666666666667,0.092525,QPSK
23.62,23.18,0.9787,0.0011055443360302871,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.0036666666666666666,0.037525,16QAM
12.09,23.56,0.9737,7.13061568524377e-05,0.03,0.0,0.0,0.0,5e-05,0.0030333333333333336,0.0336,16QAM
27.94,34.79,0.983,0.00020634884119039904,0.03,0.0,0.0,0.0,0.0,0.0,0.002125,64QAM
13.61,27.22,0.9771,4.3579325445084846e-05,0.03,0.0,0.0,0.0,0.0,0.0002666666666666667,0.01365,64QAM
13.32,9.04,0.9717,0.002679897390686221,0.03,0.0014,0.0077,0.05306666666666667,0.078,0.11996666666666667,0.11425,BPSK
10.57,20.1,0.9768,0.00011139324369772314,0.03,0.0,0.0001,0.00019999999999999998,0.0011,0.015366666666666667,0.061925,8PSK
19.55,15.94,0.9753,0.0022989548755503603,0.03,0.0,0.0001,0.0023333333333333335,0.00695,0.0537,0.091525,QPSK
15.54,31.2,0.9758,2.7136850726891377e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.0035,64QAM
19.75,22.14,0.9773,0.0005764882941043174,0.03,0.0,0.0,0.0,0.0,0.006566666666666666,0.046375,16QAM
24.68,28.16,0.977,0.00044906658473202953,0.03,0.0,0.0,0.0,0.0,0.00019999999999999998,0.00925,64QAM
29.95,11.02,0.9799,0.07820241372009043,0.03,0.0006,0.0021,0.025333333333333333,0.0434,0.1032,0.1103,BPSK
28.81,16.08,0.9785,0.018735746987220785,0.03,0.0,0.0001,0.0020666666666666667,0.007,0.051133333333333336,0.089675,QPSK
11.87,39.42,0.9771,1.760093883826929e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.0012,64QAM
15.14,29.36,0.9796,3.784793278751165e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00665,64QAM
21.04,1.97,0.9781,0.08081538511142332,0.03,0.0516,0.1088,0.16726666666666667,0.16955,0.15036666666666668,0.121925,BPSK
13.96,28.47,0.9824,3.541063165366997e-05,0.03,0.0,0.0,0.0,5e-05,9.999999999999999e-05,0.008275,64QAM
29.38,7.88,0.9797,0.14109783076713786,0.03,0.0032,0.0149,0.07006666666666667,0.09465,0.12623333333333334,0.11675,BPSK
23.72,2.61,0.9737,0.12910647076961515,0.03,0.038,0.0937,0.15206666666666666,0.16215,0.14796666666666666,0.1214,BPSK
24.58,9.7,0.9774,0.030720528443210042,0.03,0.0004,0.0066,0.0456,0.0669,0.11673333333333334,0.113375,BPSK
29.85,6.26,0.9765,0.22835106773503294,0.03,0.0062,0.0349,0.09593333333333333,0.1234,0.13686666666666666,0.118675,BPSK
15.95,33.72,0.9794,1.6699924636243907e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0024,64QAM
13.44,9.5,0.9767,0.002475535922672475,0.03,0.002,0.0074,0.04613333333333333,0.0736,0.11696666666666666,0.1135,BPSK
20.24,37.42,0.9831,1.9163682927583024e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00155,64QAM
13.03,37.33,0.9785,3.7141021700185663e-06,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.0016,64QAM
27.69,21.21,0.9802,0.004441656752732249,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.009766666666666667,0.053525,16QAM
13.43,32.11,0.9791,1.3566666823242027e-05,0.03,0.0,0.0,6.666666666666667e-05,5e-05,3.3333333333333335e-05,0.00355,64QAM
19.1,12.82,0.9786,0.0042443359465712165,0.03,0.0,0.0003,0.012466666666666668,0.0272,0.0882,0.105275,QPSK
24.11,24.5,0.9789,0.0009145134103906233,0.03,0.0,0.0,0.0,0.0,0.0023333333333333335,0.02825,16QAM
23.44,30.71,0.9797,0.00018776007580560824,0.03,0.0,0.0,0.0,0.0,9.999999999999999e-05,0.004475,64QAM
17.57,9.89,0.9853,0.005852117970443197,0.03,0.0008,0.0044,0.038933333333333334,0.0626,0.11493333333333333,0.1127,BPSK
21.86,1.77,0.9795,0.1021818715561329,0.03,0.052,0.1106,0.17,0.17035,0.15030000000000002,0.12205,BPSK
27.04,15.28,0.9802,0.014993093101725061,0.03,0.0002,0.0003,0.0044,0.01005,0.05996666666666667,0.094225,QPSK
23.25,31.01,0.9824,0.00016760357522321704,0.03,0.0,0.0,0.0,0.0,0.0,0.004325,64QAM
11.27,33.59,0.9795,5.85670232713998e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.003075,64QAM
21.18,11.81,0.9761,0.00866332689819151,0.03,0.0006,0.0021,0.021133333333333334,0.03925,0.09856666666666668,0.108075,BPSK
16.23,25.12,0.9787,0.00012920437311293422,0.03,0.0,0.0,0.0,0.0,0.0014333333333333333,0.025125,16QAM
28.18,11.4,0.9726,0.04767848227508429,0.03,0.0008,0.0024,0.02606666666666667,0.04685,0.10043333333333333,0.1097,BPSK
17.77,1.38,0.9757,0.043542288483364666,0.03,0.057,0.1232,0.1756,0.1741,0.15146666666666667,0.122125,BPSK
29.81,39.73,0.974,0.0001018113009882118,0.03,0.0,0.0,0.0,0.0,0.0,0.001875,64QAM
15.74,21.88,0.9802,0.0002434344958210746,0.03,0.0,0.0,0.00013333333333333334,0.00015,0.007466666666666667,0.0472,16QAM
19.23,27.13,0.9792,0.00016214528758692662,0.03,0.0,0.0,0.0,0.0,0.0003333333333333333,0.0142,64QAM
28.61,13.98,0.9732,0.02900137708222665,0.03,0.0,0.0008,0.008133333333333334,0.01855,0.07523333333333333,0.10085,QPSK
20.93,27.93,0.9783,0.0001994093034332664,0.03,0.0,0.0,0.0,0.0,0.0004333333333333333,0.009575,64QAM
29.73,7.04,0.9799,0.18579886825700725,0.03,0.0036,0.0223,0.082,0.10925,0.13266666666666668,0.11715,BPSK
12.39,18.35,0.9807,0.0002532190735992514,0.03,0.0,0.0,0.0007333333333333333,0.0018,0.028466666666666668,0.077625,8PSK
16.59,31.19,0.9788,3.469068903837435e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.00415,64QAM
10.48,22.36,0.9831,6.4843966039982e-05,0.03,0.0,0.0,6.666666666666667e-05,0.0002,0.006600000000000001,0.04265,16QAM
29.29,25.1,0.9789,0.002620558168577651,0.03,0.0,0.0,0.0,0.0,0.0013333333333333333,0.02255,16QAM
29.23,39.69,0.9778,8.993855782699235e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001625,64QAM
10.43,33.79,0.9736,4.609643969487255e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.00255,64QAM
24.65,27.21,0.9802,0.0005545525740807709,0.03,0.0,0.0,0.0,0.0,0.0003,0.0133,64QAM
19.19,4.46,0.9816,0.029720032606312122,0.03,0.0196,0.0552,0.1318,0.1443,0.14543333333333333,0.12065,BPSK
17.37,26.53,0.9758,0.00012136430626819456,0.03,0.0,0.0,0.0,0.0,0.0005,0.016475,64QAM
11.83,34.44,0.9799,5.483021139547368e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.0022,64QAM
22.27,33.1,0.9806,8.269767363144446e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0031,64QAM
29.62,1.97,0.9763,0.5815206251380741,0.03,0.0534,0.1143,0.17086666666666664,0.1682,0.15113333333333334,0.12155,BPSK
18.04,34.71,0.9816,2.1520489166417463e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.002075,64QAM
27.1,33.75,0.9773,0.0002160152914411362,0.03,0.0,0.0,0.0,0.0,0.0,0.0025,64QAM
10.16,15.44,0.9762,0.0002964781199587389,0.03,0.0,0.0003,0.0034666666666666665,0.00885,0.0589,0.0934,QPSK
21.42,37.85,0.9769,2.2792625697280085e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00155,64QAM
26.67,7.25,0.9761,0.08752079357292177,0.03,0.0036,0.0189,0.08153333333333333,0.1049,0.13146666666666665,0.11845,BPSK
13.14,1.51,0.9764,0.014555715018644543,0.03,0.0606,0.1199,0.17873333333333333,0.17345,0.15209999999999999,0.12165,BPSK
22.31,31.09,0.9792,0.00013258986492810387,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.0042,64QAM
15.38,21.06,0.9768,0.0002705301142958749,0.03,0.0,0.0,0.0,0.0001,0.0105,0.054275,16QAM
14.95,4.62,0.9781,0.010782853632013163,0.03,0.016,0.0552,0.12346666666666667,0.1426,0.14346666666666666,0.1203,BPSK
22.88,0.72,0.9746,0.1644104254906842,0.03,0.074,0.139,0.1852,0.1833,0.1527,0.122325,BPSK
28.03,26.57,0.9787,0.0013990747470870465,0.03,0.0,0.0,0.0,0.0,0.0005,0.015925,64QAM
14.17,34.38,0.9726,9.51227533228578e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.0024,64QAM
17.69,18.15,0.9754,0.0009005302685899141,0.03,0.0,0.0001,0.0006666666666666666,0.0027,0.029666666666666664,0.07805,8PSK
21.57,25.89,0.9762,0.0003696235023004755,0.03,0.0,0.0,0.0,0.0,0.0010333333333333334,0.02055,16QAM
12.74,9.02,0.979,0.002357070634215237,0.03,0.0022,0.0086,0.05126666666666666,0.07835,0.12226666666666668,0.11505,BPSK
10.29,22.65,0.9798,5.810683266421308e-05,0.03,0.0,0.0,0.0,0.0,0.005566666666666667,0.0403,16QAM
12.58,5.41,0.9748,0.005204817777075682,0.03,0.0114,0.0419,0.10986666666666667,0.131,0.13983333333333334,0.119125,BPSK
17.45,36.73,0.9784,1.1823379973105928e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001675,64QAM
13.69,6.56,0.9767,0.005164792279068444,0.03,0.0062,0.0292,0.08993333333333332,0.1157,0.13620000000000002,0.11835,BPSK
17.81,20.91,0.9769,0.000490416876265161,0.03,0.0,0.0,6.666666666666667e-05,0.00035,0.011500000000000002,0.054725,16QAM
23.09,1.75,0.9746,0.13623889041362186,0.03,0.055,0.1149,0.17613333333333334,0.1736,0.15073333333333333,0.12145,BPSK
21.6,36.93,0.9792,2.9332352643622812e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0013,64QAM
20.96,17.19,0.9766,0.002382392068138431,0.03,0.0,0.0001,0.0012,0.0038,0.03986666666666667,0.08395,QPSK
25.48,32.65,0.9702,0.00019172437046661878,0.03,0.0,0.0,0.0,0.0,0.0,0.002875,64QAM
10.06,6.24,0.9793,0.002412281588030368,0.03,0.0084,0.0337,0.0964,0.11945,0.13653333333333334,0.1179,BPSK
29.13,20.42,0.9796,0.007425022985282206,0.03,0.0,0.0,6.666666666666667e-05,0.00035,0.014066666666666667,0.058975,16QAM
29.26,1.3,0.9795,0.624644792525526,0.03,0.0598,0.1184,0.17733333333333334,0.1773,0.15203333333333333,0.122225,BPSK
15.02,8.17,0.9775,0.004840041118025833,0.03,0.0028,0.0154,0.06366666666666666,0.09045,0.12796666666666667,0.116325,BPSK
17.08,12.68,0.9781,0.0027568268981321064,0.03,0.0,0.0008,0.014266666666666665,0.0282,0.0877,0.105925,QPSK
14.72,26.51,0.9726,6.60881714678994e-05,0.03,0.0,0.0,0.0,0.0,0.0007333333333333333,0.0166,64QAM
24.74,8.9,0.9817,0.03833661491624743,0.03,0.0026,0.0106,0.0542,0.08135,0.12166666666666666,0.11485,BPSK
19.32,10.5,0.9831,0.0076235679989851615,0.03,0.0004,0.0039,0.0318,0.05775,0.10946666666666667,0.112175,BPSK
17.96,13.85,0.9802,0.002577821761533798,0.03,0.0,0.0002,0.0074,0.01685,0.07643333333333334,0.10075,QPSK
23.21,38.32,0.9783,3.088244921597488e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00165,64QAM
19.66,31.04,0.9762,7.284962816074576e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.0046,64QAM
12.68,13.2,0.9782,0.0008875655820051421,0.03,0.0,0.0004,0.0116,0.02375,0.08186666666666667,0.10345,QPSK
18.11,19.21,0.9742,0.0007750479487680775,0.03,0.0,0.0,0.0002666666666666667,0.00085,0.021500000000000002,0.0697,16QAM
15.46,8.6,0.977,0.004850689099067771,0.03,0.002,0.0127,0.05726666666666667,0.0852,0.12223333333333335,0.11535,BPSK
25.46,17.81,0.9792,0.00582181533659976,0.03,0.0,0.0001,0.0005333333333333334,0.0021,0.0341,0.079075,8PSK
28.33,22.81,0.9764,0.0035715483049890535,0.03,0.0,0.0,0.0002666666666666667,0.0001,0.004966666666666667,0.040025,16QAM
11.9,27.11,0.9784,3.014122626345205e-05,0.03,0.0,0.0,0.0,0.0,0.0003333333333333333,0.01355,64QAM
27.96,13.61,0.9741,0.027219987600477356,0.03,0.0,0.0006,0.0082,0.022,0.07973333333333334,0.102125,QPSK
28.76,19.93,0.9772,0.0076398907175064075,0.03,0.0,0.0,0.00013333333333333334,0.00035,0.0168,0.063125,16QAM
29.27,0.88,0.9742,0.6908607876193712,0.03,0.0692,0.134,0.18286666666666665,0.17975,0.15259999999999999,0.122475,BPSK
14.04,39.17,0.9795,3.071241623281267e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.00135,64QAM
20.05,32.62,0.979,5.536044149443055e-05,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.002875,64QAM
10.34,24.52,0.971,3.821709331257729e-05,0.03,0.0,0.0,0.0,5e-05,0.0018666666666666666,0.028075,16QAM
16.87,23.43,0.9751,0.0002208051170271721,0.03,0.0,0.0,6.666666666666667e-05,5e-05,0.0035666666666666663,0.0347,16QAM
29.4,31.04,0.9786,0.0006864371121161092,0.03,0.0,0.0,0.0,0.0,0.0,0.00475,64QAM
17.59,15.12,0.9771,0.0017684244924738577,0.03,0.0,0.0004,0.0038666666666666663,0.0105,0.06356666666666667,0.09685,QPSK
21.06,7.99,0.9759,0.020294042889200458,0.03,0.0016,0.0138,0.06693333333333333,0.09475,0.1289,0.116575,BPSK
12.11,29.28,0.9735,1.9187164539371312e-05,0.03,0.0,0.0,0.0,0.0,0.00019999999999999998,0.0076,64QAM
12.26,14.61,0.9725,0.00058207424997691,0.03,0.0004,0.0002,0.005533333333333334,0.0144,0.06849999999999999,0.09815,QPSK
25.73,21.31,0.9725,0.0027654334470199006,0.03,0.0,0.0,6.666666666666667e-05,0.00045,0.010133333333333333,0.05165,16QAM
29.14,16.44,0.9769,0.018641458875439446,0.03,0.0,0.0001,0.0018000000000000002,0.00485,0.047933333333333335,0.08905,QPSK
20.54,17.86,0.9769,0.0018551117637666669,0.03,0.0,0.0,0.0003333333333333333,0.0023,0.034866666666666664,0.080775,8PSK
29.71,35.53,0.9761,0.00026201524713504614,0.03,0.0,0.0,0.0,0.0,3.3333333333333335e-05,0.002075,64QAM
23.63,19.64,0.9796,0.0025086657591087713,0.03,0.0,0.0,0.00046666666666666666,0.00065,0.01916666666666667,0.0654,16QAM
28.94,38.88,0.9792,0.00010145394935953867,0.03,0.0,0.0,0.0,0.0,0.0,0.001175,64QAM
19.57,36.23,0.9792,2.157236091396671e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001575,64QAM
12.34,22.09,0.9775,0.00010595053294962784,0.03,0.0,0.0,0.00013333333333333334,0.00025,0.006566666666666666,0.046575,16QAM
20.78,39.79,0.9746,1.2550904694257653e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001775,64QAM
20.65,20.39,0.9744,0.0010624430037611242,0.03,0.0,0.0,0.00019999999999999998,0.00035,0.014733333333333334,0.06,16QAM
16.08,22.66,0.9817,0.00021963729680334217,0.03,0.0,0.0,0.0,5e-05,0.0046,0.0413,16QAM
10.19,1.16,0.9779,0.007989835181242414,0.03,0.0636,0.1215,0.17673333333333333,0.1769,0.15183333333333335,0.122475,BPSK
19.41,39.22,0.9719,1.0460487480077582e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.000975,256QAM
23.67,20.54,0.973,0.0020591732768831077,0.03,0.0,0.0,6.666666666666667e-05,0.0005,0.013833333333333335,0.05805,16QAM
20.57,15.91,0.9758,0.00292175681155183,0.03,0.0002,0.0001,0.0026,0.008,0.054433333333333334,0.09115,QPSK
20.57,30.47,0.9825,0.00010237338442950368,0.03,0.0,0.0,0.0,0.0,0.0,0.00515,64QAM
10.84,23.85,0.9767,4.994029711453022e-05,0.03,0.0,0.0,0.0,0.0,0.0027333333333333337,0.03275,16QAM
13.54,9.2,0.9788,0.0027155399519084838,0.03,0.0018,0.0083,0.049666666666666665,0.0773,0.11886666666666666,0.114925,BPSK
18.22,6.22,0.9806,0.015835431519072872,0.03,0.0058,0.0301,0.09326666666666666,0.11975,0.13493333333333332,0.118375,BPSK
10.74,29.18,0.9779,1.4305288281315722e-05,0.03,0.0,0.0,0.0,0.0,9.999999999999999e-05,0.008,64QAM
24.34,28.63,0.9793,0.00037243271973717845,0.03,0.0,0.0,0.0,0.0,0.00016666666666666666,0.00835,64QAM
24.33,36.34,0.9789,6.299277395804682e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00175,64QAM
26.53,24.74,0.9796,0.001508110055402562,0.03,0.0,0.0,0.0,0.0,0.0017000000000000001,0.027075,16QAM
24.04,23.11,0.9783,0.0012407615107646011,0.03,0.0,0.0,6.666666666666667e-05,0.0001,0.0044,0.038875,16QAM
19.24,11.62,0.9829,0.0057895039386747634,0.03,0.0006,0.0018,0.020466666666666668,0.0413,0.1002,0.10895,BPSK
24.68,26.77,0.9761,0.0006188484923287733,0.03,0.0,0.0,0.0,0.0,0.0006,0.01515,64QAM
25.46,24.61,0.9863,0.0012167821164237459,0.03,0.0,0.0,0.0,0.0,0.0014999999999999998,0.025975,16QAM
14.01,38.3,0.9756,3.720709779447262e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.00135,64QAM
11.29,26.9,0.9762,2.7501857540566744e-05,0.03,0.0,0.0,0.0,0.0,0.00039999999999999996,0.01505,64QAM
14.1,35.16,0.9758,7.823052012427088e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.00195,64QAM
23.45,38.89,0.9838,2.855530485653223e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.00145,64QAM
15.3,6.32,0.9769,0.007905871594066001,0.03,0.006,0.0294,0.09266666666666667,0.1198,0.13496666666666665,0.11835,BPSK
26.73,4.2,0.9697,0.17921870909791682,0.03,0.0208,0.0656,0.13520000000000001,0.147,0.14443333333333333,0.11985,BPSK
25.11,0.64,0.9772,0.28015588852725354,0.03,0.0738,0.1432,0.18453333333333333,0.1814,0.15259999999999999,0.122675,BPSK
27.76,28.29,0.9822,0.0008840995032087624,0.03,0.0,0.0,0.0,5e-05,0.00019999999999999998,0.00935,64QAM
21.31,23.01,0.9822,0.0006764601415230196,0.03,0.0,0.0,0.0,5e-05,0.004366666666666667,0.0386,16QAM
27.06,39.27,0.9751,6.016225352547538e-05,0.03,0.0,0.0,0.0,0.0,0.0,0.001575,64QAM
17.47,7.55,0.9813,0.009819731149564706,0.03,0.0034,0.0174,0.074,0.1001,0.1299,0.117075,BPSK
20.9,22.31,0.9829,0.0007215023599222048,0.03,0.0,0.0,0.00013333333333333334,5e-05,0.005999999999999999,0.04345,16QAM
12.13,37.66,0.9765,2.7976313288892163e-06,0.03,0.0,0.0,0.0,0.0,0.0,0.001625,64QAM
17.86,1.01,0.9772,0.04838396157060627,0.03,0.0734,0.1315,0.18046666666666666,0.17785,0.15313333333333332,0.122225,BPSK
